symbol,entry_time,exit_time,entry_price,exit_price,stop_loss,RR,PnL,confidence,entry_type,regime,ADX
HBARUSDT,2022-08-17 07:15:00,2022-08-17 10:00:00,0.0779,0.07669999999999999,0.07869999999999999,1.5000000000000173,0.010617973329091797,4.0,zone,RANGE,21.7549
SOLUSDT,2022-08-17 19:30:00,2022-08-18 01:00:00,40.845,40.78,44.325,0.018678160919539555,0.016528009494418613,3.5,momentum,TREND,36.5112
AVAXUSDT,2022-08-17 21:00:00,2022-08-18 10:00:00,25.89,26.015,27.715,-0.06849315068493153,-0.06060850689207469,3.5,zone,TREND,37.0543
AXSUSDT,2022-08-18 23:00:00,2022-08-19 07:00:00,17.15,14.812499999999975,17.3625,11.0,19.462603559020643,4.0,momentum,TREND,30.6445
AVAXUSDT,2022-08-18 23:30:00,2022-08-19 09:00:00,24.27,22.41,26.66,0.7782426778242674,1.3769662464731218,4.0,momentum,TREND,33.1569
LINKUSDT,2022-08-18 23:30:00,2022-08-20 02:00:00,7.665,7.098,8.3036,0.8878797369245235,1.5709501207135947,4.0,momentum,TREND,31.0641
LINKUSDT,2022-08-19 11:00:00,2022-08-20 02:00:00,7.055,7.098,8.3036,-0.10165484633569774,-0.11913731074194849,4.0,momentum,TREND,31.0641
SOLUSDT,2022-08-20 20:30:00,2022-08-21 00:00:00,35.02,35.49,38.0536,-0.15493143459915576,-0.3086608216448276,4.0,momentum,TREND,30.5811
DOGEUSDT,2022-08-21 02:00:00,2022-08-21 04:00:00,0.0685,0.0688,0.0714,-0.10344827586206715,-0.002983732221319162,3.5,zone,TREND,30.7805
DOTUSDT,2022-08-22 01:45:00,2022-08-22 10:00:00,7.365,7.2042,7.4454,2.0,1.59925648142004,3.0,momentum,TREND,37.5876
LTCUSDT,2022-08-22 01:45:00,2022-08-22 10:00:00,54.84,53.78580000000001,55.3671,2.0,1.9891249768905965,3.0,momentum,TREND,35.7387
AVAXUSDT,2022-08-22 01:45:00,2022-08-22 13:00:00,22.715,22.29,23.0161,1.4114911989372245,2.807632398467287,4.0,zone,TREND,33.2775
AVAXUSDT,2022-08-22 10:00:00,2022-08-22 16:00:00,22.26,22.413899999999998,23.0161,-1.0,-1.016693237939071,4.0,zone,TREND,33.2775
AVAXUSDT,2022-08-22 11:00:00,2022-08-22 16:00:00,22.085,22.413899999999998,23.0161,-1.0,-2.1727771667197215,4.0,zone,TREND,33.2775
XRPUSDT,2022-08-23 05:30:00,2022-08-23 11:00:00,0.3349,0.341,0.3481,-0.4621212121212143,-0.06164630754806003,3.5,zone,TREND,33.7479
ATOMUSDT,2022-08-24 15:00:00,2022-08-24 19:00:00,11.5436,12.925399999999998,11.3133,6.0,12.123443690017844,4.0,momentum,TREND,37.5262
ATOMUSDT,2022-08-24 16:00:00,2022-08-25 03:00:00,12.97,12.695099999999998,11.3133,-1.0,-2.411879194084482,4.0,momentum,TREND,37.5262
ATOMUSDT,2022-08-24 17:00:00,2022-08-25 03:00:00,12.99,12.695099999999998,11.3133,-1.0,-2.587352398455847,4.0,momentum,TREND,37.5262
OPUSDT,2022-08-26 00:00:00,2022-08-26 12:00:00,1.228,1.16,1.2605,2.092307692307696,0.7112174635657685,3.5,zone,TREND,38.6464
OPUSDT,2022-08-26 01:00:00,2022-08-26 12:00:00,1.172,1.16,1.2605,0.6666666666666666,0.12550896415866503,3.5,zone,TREND,38.6464
OPUSDT,2022-08-26 05:00:00,2022-08-26 12:00:00,1.1515,1.16,1.2605,-0.22077922077921966,-0.08890218294572048,3.5,zone,TREND,38.6464
ETHUSDT,2022-08-28 23:30:00,2022-08-29 07:00:00,1438.05,1456.9,1510.75,-0.25928473177441713,-0.5443149625399579,4.0,momentum,TREND,30.7438
DOGEUSDT,2022-08-29 00:00:00,2022-08-29 07:00:00,0.0632,0.0618,0.0659,0.5185185185185217,0.01469506018231214,4.0,momentum,TREND,39.2894
OPUSDT,2022-08-30 23:00:00,2022-08-31 00:00:00,1.1335,1.074,1.1825,1.2142857142857082,0.6229644385387483,3.5,zone,TREND,39.2845
FILUSDT,2022-09-01 15:30:00,2022-09-01 17:00:00,5.66,5.69,5.9143,-0.11797090051120833,-0.12388287989308096,3.0,momentum,TREND,33.7513
XRPUSDT,2022-09-02 11:00:00,2022-09-02 12:00:00,0.3295,0.3318,0.33190000000000003,-0.958333333333315,-0.02413837267569979,3.0,momentum,TREND,34.6144
OPUSDT,2022-09-02 13:00:00,2022-09-03 00:00:00,1.165,1.22,1.0715,0.5882352941176455,0.5771555747636222,3.0,momentum,TREND,37.1638
OPUSDT,2022-09-02 15:00:00,2022-09-03 00:00:00,1.2675,1.22,1.0715,-0.5722891566265075,-0.49845254184131166,3.0,momentum,TREND,37.1638
SOLUSDT,2022-09-02 17:30:00,2022-09-02 23:00:00,31.265,31.225,31.6475,0.10457516339869051,0.2194768674086218,4.0,momentum,TREND,37.163
ADAUSDT,2022-09-03 14:00:00,2022-09-03 17:00:00,0.4575,0.4783,0.4512,3.3015873015872845,0.21857985173422317,4.0,momentum,TREND,33.474
ADAUSDT,2022-09-03 15:00:00,2022-09-06 17:00:00,0.4784,0.4701000000000001,0.4512,-0.680327868852453,-0.08722176775932865,4.0,momentum,TREND,33.474
ADAUSDT,2022-09-03 16:00:00,2022-09-06 17:00:00,0.4792,0.4701000000000001,0.4512,-1.0,-0.0956286851337221,4.0,momentum,TREND,33.474
AAVEUSDT,2022-09-06 00:00:00,2022-09-06 11:00:00,88.4,91.95,86.8,2.2187499999999862,2.3340308607845275,3.5,zone,TREND,30.7691
LINKUSDT,2022-09-06 00:30:00,2022-09-06 12:00:00,7.409,7.284,6.788,-0.20128824476650578,-0.21174669304706573,3.0,momentum,TREND,33.5894
FILUSDT,2022-09-06 16:30:00,2022-09-06 22:00:00,6.08,5.66,6.34,1.6153846153846165,1.7164576022943618,3.5,momentum,TREND,33.0146
FILUSDT,2022-09-06 17:00:00,2022-09-06 22:00:00,5.7,5.66,6.34,0.0784313725490197,0.1634721525994632,3.5,momentum,TREND,33.0146
BNBUSDT,2022-09-06 17:30:00,2022-09-06 21:00:00,268.2,265.95,278.95,0.20930232558139536,0.44441361193899503,4.0,momentum,TREND,36.1541
ADAUSDT,2022-09-09 04:00:00,2022-09-09 14:00:00,0.4769,0.4921,0.4566,0.748768472906404,0.16313802138286349,5.0,momentum,TREND,36.2395
XRPUSDT,2022-09-09 08:30:00,2022-09-09 13:00:00,0.3516,0.3485,0.3115,-0.07730673316708342,-0.03327157015045295,4.5,momentum,TREND,38.6183
ADAUSDT,2022-09-09 10:00:00,2022-09-09 17:00:00,0.498,0.4886,0.4566,-1.0,-0.10088798690782375,5.0,momentum,TREND,36.2395
ADAUSDT,2022-09-10 01:00:00,2022-09-10 07:00:00,0.4753,0.5108,0.4656,3.659793814432998,0.38106457881968026,3.5,zone,TREND,39.7398
ADAUSDT,2022-09-10 02:00:00,2022-09-10 07:00:00,0.5229,0.5108,0.4656,-0.4290780141843963,-0.1298839832033275,3.5,zone,TREND,39.7398
ADAUSDT,2022-09-10 03:00:00,2022-09-10 07:00:00,0.5167,0.5108,0.4656,-0.47967479674796537,-0.06333185957848218,3.5,zone,TREND,39.7398
HBARUSDT,2022-09-12 19:30:00,2022-09-13 04:00:00,0.0683,0.0688,0.0624,0.08474576271186444,0.005371802962340106,3.5,zone,TREND,34.6904
SOLUSDT,2022-09-13 07:15:00,2022-09-13 08:00:00,38.475,38.2,34.275,-0.06547619047619009,-0.07034679741851835,3.5,zone,TREND,34.542
AVAXUSDT,2022-09-14 20:30:00,2022-09-14 21:00:00,18.82,19.125,21.78,-0.10304054054054042,-0.11066922089060814,3.5,momentum,TREND,38.5637
BTCUSDT,2022-09-14 23:30:00,2022-09-15 00:00:00,20249.0,20120.0,22794.0,0.05068762278978389,0.05441226951256421,3.5,momentum,TREND,34.8274
AVAXUSDT,2022-09-15 01:45:00,2022-09-15 06:00:00,18.905,19.16,19.855,-0.2684210526315781,-0.5764365902071698,4.0,momentum,TREND,32.5201
BNBUSDT,2022-09-15 02:00:00,2022-09-15 12:00:00,276.6,276.45,284.3,0.01948051948052394,0.04183458828853616,4.0,zone,TREND,31.5645
NEARUSDT,2022-09-15 09:45:00,2022-09-15 17:00:00,4.369,4.266,5.05,0.15124816446402312,0.1619674621558656,3.0,momentum,TREND,31.2517
ETHUSDT,2022-09-15 22:15:00,2022-09-16 07:00:00,1480.8,1476.1,1610.6,0.03620955315870606,0.03881270356077208,3.0,momentum,TREND,37.4976
FILUSDT,2022-09-15 23:45:00,2022-09-16 05:00:00,5.73,5.77,5.97,-0.16666666666666358,-0.17864854334000255,3.0,momentum,TREND,33.8542
AAVEUSDT,2022-09-16 01:00:00,2022-09-16 06:00:00,82.542,79.25,86.1,0.9252388982574503,0.9917554884912324,3.5,zone,TREND,32.7371
AAVEUSDT,2022-09-16 05:00:00,2022-09-16 06:00:00,78.75,79.25,86.1,-1.0,-0.15063114952782988,3.5,zone,TREND,32.7371
ATOMUSDT,2022-09-16 21:00:00,2022-09-16 23:00:00,14.9129,16.325,13.22,0.834130781499202,1.7940446520775268,4.0,zone,TREND,31.3923
LTCUSDT,2022-09-16 21:15:00,2022-09-16 23:00:00,55.78,55.9,60.78,-0.023999999999999487,-0.0258095448608624,3.5,zone,TREND,35.0475
HBARUSDT,2022-09-18 17:30:00,2022-09-19 07:00:00,0.0599,0.05735,0.0624,1.0200000000000033,0.02764809139083705,5.0,zone,TREND,38.5246
XRPUSDT,2022-09-18 18:30:00,2022-09-18 21:00:00,0.3912,0.3785,0.3425,-0.26078028747433263,-0.13769833751514893,3.5,zone,TREND,36.5543
HBARUSDT,2022-09-18 21:00:00,2022-09-23 04:00:00,0.05735,0.0616,0.0624,-1.0,-0.04608015231806173,5.0,zone,TREND,38.5246
ADAUSDT,2022-09-20 10:00:00,2022-09-20 14:00:00,0.4382,0.4447,0.4682,-0.21666666666666667,-0.07043976074469223,3.0,zone,TREND,36.3361
LINKUSDT,2022-09-21 06:00:00,2022-09-21 10:00:00,6.882,6.991,7.4047,-0.2085326190931699,-0.22591098269773982,3.5,momentum,TREND,38.8622
XRPUSDT,2022-09-22 12:30:00,2022-09-22 15:00:00,0.4412,0.4359,0.401,-0.13184079601989993,-0.057356964275582595,4.0,momentum,TREND,37.1397
AAVEUSDT,2022-09-23 09:00:00,2022-09-23 20:00:00,73.9,74.65,79.55,-0.1327433628318586,-0.14358712666476625,3.0,momentum,TREND,34.3692
BNBUSDT,2022-09-24 02:00:00,2022-09-24 09:00:00,276.65,280.6,266.55,0.39108910891089693,0.4227562792115171,3.5,zone,TREND,31.6733
HBARUSDT,2022-09-24 12:30:00,2022-09-24 23:00:00,0.0629,0.061,0.0586,-0.441860465116279,-0.020578625132775443,3.0,momentum,TREND,31.4558
LINKUSDT,2022-09-25 07:15:00,2022-09-25 21:00:00,8.004,7.627,6.956,-0.359732824427481,-0.3895844039572729,3.5,momentum,TREND,34.003
UNIUSDT,2022-09-26 15:00:00,2022-09-26 16:00:00,5.91,5.824,5.824,-1.0,-0.9296898576163313,4.0,zone,TREND,34.9645
BNBUSDT,2022-09-28 20:30:00,2022-09-29 06:00:00,282.25,281.95,273.65,-0.034883720930233786,-0.07509671643282399,4.0,momentum,TREND,39.3238
ADAUSDT,2022-09-29 07:00:00,2022-09-29 09:00:00,0.4411,0.4339,0.4447,2.0,0.07747277654075564,3.0,momentum,TREND,30.0729
NEARUSDT,2022-09-29 08:00:00,2022-09-29 09:00:00,3.539,3.55,3.807,-0.04104477611940181,-0.04416462178421899,3.0,momentum,TREND,33.8914
ADAUSDT,2022-09-29 08:00:00,2022-09-29 09:00:00,0.4339,0.4368,0.4447,-1.0,-0.03120431277336013,3.0,momentum,TREND,30.0729
ATOMUSDT,2022-09-30 21:00:00,2022-09-30 23:00:00,12.6315,13.02,13.02,-1.0,-1.0760213044981912,3.5,zone,TREND,31.3604
DOTUSDT,2022-10-02 11:30:00,2022-10-02 19:00:00,6.225,6.305,6.3571,-0.6056018168054494,-0.648382254640847,3.0,momentum,TREND,35.0036
LINKUSDT,2022-10-03 02:30:00,2022-10-03 07:00:00,7.196,7.133,7.633,0.14416475972539974,0.1538813616985284,3.5,momentum,TREND,39.5069
AVAXUSDT,2022-10-03 04:30:00,2022-10-03 10:00:00,16.55,16.685,17.2604,-0.190033783783781,-0.20284192526018419,3.5,zone,TREND,34.7554
FILUSDT,2022-10-03 04:30:00,2022-10-03 14:00:00,5.4,5.54,5.71,-0.451612903225806,-0.48205129076886866,3.5,zone,TREND,34.1384
BNBUSDT,2022-10-03 20:30:00,2022-10-03 21:00:00,286.7,285.45,279.1,-0.16447368421052705,-0.17512240582744212,3.5,zone,TREND,30.3584
BNBUSDT,2022-10-04 07:30:00,2022-10-04 09:00:00,290.25,289.4,281.35,-0.09550561797753089,-0.20321085912168013,4.0,momentum,TREND,37.7851
AAVEUSDT,2022-10-05 22:00:00,2022-10-06 03:00:00,77.9951,79.45,76.75,1.1685005220464353,1.241943772510866,3.5,zone,TREND,35.1832
BNBUSDT,2022-10-05 22:30:00,2022-10-06 03:00:00,293.35,295.8,286.05,0.3356164383561623,0.35671079105615383,3.5,zone,TREND,39.7014
AAVEUSDT,2022-10-06 00:00:00,2022-10-06 21:00:00,79.8,77.6,76.75,-1.0,-1.8779821977619708,3.5,zone,TREND,35.1832
AVAXUSDT,2022-10-06 21:30:00,2022-10-07 08:00:00,17.06,17.115,17.465,-0.13580246913580138,-0.14414833521341064,3.5,zone,TREND,36.9411
ETHUSDT,2022-10-08 22:30:00,2022-10-09 10:00:00,1311.45,1317.2,1357.95,-0.12365591397849462,-0.13116617832773272,3.0,momentum,TREND,38.419
AVAXUSDT,2022-10-08 22:45:00,2022-10-09 06:00:00,16.725,16.86,17.15,-0.31764705882352684,-0.33693941051757975,3.0,momentum,TREND,36.025
BCHUSDT,2022-10-10 06:00:00,2022-10-10 12:00:00,116.1848,115.9,118.65,0.11552815187408275,0.12227437825087277,3.5,zone,TREND,34.3532
UNIUSDT,2022-10-10 09:00:00,2022-10-10 10:00:00,6.498,6.392,6.632,0.7910447761194053,0.8372375615774048,3.0,momentum,TREND,32.3466
BNBUSDT,2022-10-10 09:15:00,2022-10-10 11:00:00,274.25,274.95,282.45,-0.08536585365853532,-0.09035076308784995,3.0,momentum,TREND,37.6994
FILUSDT,2022-10-10 10:15:00,2022-10-10 11:00:00,5.34,5.35,5.63,-0.03448275862068892,-0.03664071865940323,3.5,zone,TREND,32.5204
BCHUSDT,2022-10-11 19:00:00,2022-10-12 00:00:00,115.55,111.35,118.05,1.680000000000001,1.7850961894167954,3.0,momentum,TREND,32.8601
BCHUSDT,2022-10-11 20:00:00,2022-10-12 00:00:00,111.1,111.5,118.05,-1.0,-0.17000916089683996,3.0,momentum,TREND,32.8601
BCHUSDT,2022-10-11 23:00:00,2022-10-12 00:00:00,111.05,111.5,118.05,-1.0,-0.19126030600894342,3.0,momentum,TREND,32.8601
ATOMUSDT,2022-10-12 11:00:00,2022-10-12 13:00:00,12.275,11.98,12.865,0.5,1.0696763892177894,4.0,momentum,TREND,37.7747
ADAUSDT,2022-10-12 18:00:00,2022-10-13 00:00:00,0.3964,0.3812,0.3991,5.629629629629552,0.16340376521690944,3.0,momentum,TREND,38.0723
ADAUSDT,2022-10-12 19:00:00,2022-10-13 00:00:00,0.3863,0.3812,0.3991,1.085106382978739,0.054826263329357736,3.0,momentum,TREND,38.0723
ADAUSDT,2022-10-12 20:00:00,2022-10-13 00:00:00,0.3852,0.3812,0.3991,0.6896551724138037,0.043000990846555176,3.0,momentum,TREND,38.0723
UNIUSDT,2022-10-13 02:00:00,2022-10-13 11:00:00,6.167,5.605,6.294,4.425196850393704,6.048979805585929,4.0,momentum,TREND,32.6931
AXSUSDT,2022-10-13 02:00:00,2022-10-13 10:00:00,11.74,10.314800000000014,11.8418,14.0,15.339868361069378,4.0,momentum,TREND,39.5576
DOTUSDT,2022-10-13 02:00:00,2022-10-13 12:00:00,6.12,5.925,6.27,1.3000000000000065,1.3992302041391023,3.0,momentum,TREND,39.3568
DOTUSDT,2022-10-13 10:00:00,2022-10-13 12:00:00,5.85,5.925,6.27,-0.27777777777777796,-0.5381654631304243,3.0,momentum,TREND,39.3568
HBARUSDT,2022-10-13 19:45:00,2022-10-14 07:00:00,0.0646,0.0634,0.0606,-0.3000000000000014,-0.01425096588959003,3.0,momentum,TREND,33.0995
ADAUSDT,2022-10-14 15:00:00,2022-10-14 23:00:00,0.3715,0.3657,0.3951,0.2457627118644055,0.0688755356862431,3.0,momentum,TREND,30.6182
BCHUSDT,2022-10-14 15:00:00,2022-10-15 11:00:00,110.25,108.4,113.0,0.6727272727272706,0.798869849652351,3.0,momentum,TREND,31.5548
LINKUSDT,2022-10-14 15:30:00,2022-10-14 23:00:00,7.054,6.872,7.196,1.281690140845078,2.161266809464885,4.0,momentum,TREND,35.6377
BCHUSDT,2022-10-14 23:00:00,2022-10-15 11:00:00,107.45,108.4,113.0,-0.29230769230769316,-0.4102304633349935,3.0,momentum,TREND,31.5548
XRPUSDT,2022-10-17 08:30:00,2022-10-17 11:00:00,0.4677,0.4743,0.4892,-0.306976744186046,-0.07923980754538569,3.5,zone,TREND,37.8656
AAVEUSDT,2022-10-17 15:00:00,2022-10-18 01:00:00,73.3107,78.4,71.55,2.890498097347651,3.469195892649394,3.5,zone,TREND,38.6479
AAVEUSDT,2022-10-17 16:00:00,2022-10-18 01:00:00,79.25,78.4,71.55,-0.37777777777777527,-0.579414950730348,3.5,zone,TREND,38.6479
AAVEUSDT,2022-10-17 17:00:00,2022-10-18 01:00:00,79.35,78.4,71.55,-0.4042553191489323,-0.6475814155221502,3.5,zone,TREND,38.6479
LINKUSDT,2022-10-19 22:15:00,2022-10-20 04:00:00,6.874,6.811,7.318,0.14189189189189128,0.3437807676709121,4.0,momentum,TREND,36.5623
NEARUSDT,2022-10-20 00:30:00,2022-10-20 05:00:00,2.813,2.876,3.098,-0.22105263157894664,-0.2677871242910265,3.5,zone,TREND,30.5494
AXSUSDT,2022-10-20 18:00:00,2022-10-21 16:00:00,10.585,9.12,10.965,3.8552631578947514,9.343599685563106,4.0,momentum,TREND,38.5075
FILUSDT,2022-10-20 18:45:00,2022-10-21 02:00:00,4.94,4.94,5.15,0.0,0.0,4.0,momentum,TREND,39.109
AXSUSDT,2022-10-20 19:00:00,2022-10-26 05:00:00,9.64,9.445000000000004,10.965,0.40624999999999434,1.2436873301602547,4.0,momentum,TREND,38.5075
AXSUSDT,2022-10-21 02:00:00,2022-10-26 05:00:00,9.3,9.445000000000004,10.965,-0.5800000000000125,-0.924793142939712,4.0,momentum,TREND,38.5075
ETHUSDT,2022-10-23 18:45:00,2022-10-24 06:00:00,1328.7,1338.45,1293.1143,0.27398646085365685,0.6896326401444264,4.0,momentum,TREND,33.1158
OPUSDT,2022-10-24 19:00:00,2022-10-25 00:00:00,0.8155,0.837,0.751,0.33333333333333276,0.27132227570935114,4.0,momentum,TREND,31.8969
DOGEUSDT,2022-10-25 10:00:00,2022-10-25 20:00:00,0.0603,0.063,0.0586,1.5882352941176476,0.03410965848002307,3.5,momentum,TREND,33.2451
UNIUSDT,2022-10-27 00:00:00,2022-10-27 08:00:00,6.2114,7.023,6.081,6.223926380368101,7.873800284521912,3.5,zone,TREND,37.9245
UNIUSDT,2022-10-27 01:00:00,2022-10-27 20:00:00,6.756,6.8633999999999995,6.081,0.7256756756756679,1.041949421584091,3.5,zone,TREND,37.9245
UNIUSDT,2022-10-27 02:00:00,2022-10-27 20:00:00,6.695,6.8633999999999995,6.081,1.9356321839080228,1.6337456479959152,3.5,zone,TREND,37.9245
DOTUSDT,2022-10-27 13:45:00,2022-10-27 20:00:00,6.43,6.3514,6.3514,-1.0,-1.025301398205776,3.0,zone,RANGE,22.2114
BTCUSDT,2022-10-27 13:45:00,2022-10-28 08:00:00,20516.5,20046.6786,20046.6786,-1.0,-1.3044547050964108,3.0,zone,RANGE,21.2094
ATOMUSDT,2022-10-28 16:00:00,2022-10-28 22:00:00,12.84,13.485,12.155,0.9416058394160571,1.2299108583261749,3.5,momentum,TREND,38.0757
AVAXUSDT,2022-10-28 16:30:00,2022-10-29 13:00:00,17.875,18.35,16.865,0.470297029702971,0.6142946435304018,3.5,zone,TREND,33.0507
ATOMUSDT,2022-10-28 17:00:00,2022-10-28 22:00:00,13.6,13.485,12.155,-0.21698113207547237,-0.21928643210466736,3.5,momentum,TREND,38.0757
ATOMUSDT,2022-10-29 00:00:00,2022-10-29 05:00:00,13.065,13.52,12.765,1.5166666666666724,3.9774204835786993,4.5,zone,TREND,36.3438
ATOMUSDT,2022-10-29 01:00:00,2022-10-29 07:00:00,13.57,13.485,12.765,-1.0,-0.7430345958333907,4.5,zone,TREND,36.3438
AVAXUSDT,2022-10-29 08:00:00,2022-10-29 22:00:00,18.82,18.255,16.865,-1.0,-0.7306873128308984,3.5,zone,TREND,33.0507
ADAUSDT,2022-10-30 01:00:00,2022-10-30 08:00:00,0.3899,0.4129,0.3755,1.5972222222222172,0.3051703222747597,3.5,zone,TREND,30.7152
SOLUSDT,2022-10-30 01:00:00,2022-10-30 08:00:00,30.9961,32.98,30.085,2.177477774119201,2.8891373655394954,3.5,zone,TREND,32.5471
LTCUSDT,2022-10-30 01:30:00,2022-10-30 08:00:00,56.63,56.62,53.56,-0.003257328990229679,-0.004321913642188306,3.5,zone,TREND,34.2643
LINKUSDT,2022-10-30 01:30:00,2022-10-30 09:00:00,7.724,7.546,6.864,-0.20697674418604636,-0.2746224335940711,3.5,zone,TREND,37.7368
BNBUSDT,2022-10-30 08:45:00,2022-10-30 13:00:00,312.75,308.1,285.65,-0.17158671586715768,-0.46080553425477677,4.0,momentum,TREND,30.4905
NEARUSDT,2022-10-30 19:45:00,2022-10-30 22:00:00,3.139,3.084,3.0314,-0.5111524163568761,-0.684484342426124,3.0,momentum,TREND,30.4458
LINKUSDT,2022-10-31 09:30:00,2022-10-31 12:00:00,8.05,8.062,7.078,0.012345679012344315,0.016489850067536657,3.5,momentum,TREND,32.2152
XRPUSDT,2022-11-01 14:30:00,2022-11-01 19:00:00,0.4571,0.4635,0.4639,-0.9411764705882415,-0.08548865950214132,4.0,zone,TREND,37.9878
OPUSDT,2022-11-04 00:00:00,2022-11-04 22:00:00,1.081,1.3265,0.9645,2.1072961373390573,2.813941780939534,3.5,momentum,TREND,39.1709
LTCUSDT,2022-11-04 05:00:00,2022-11-04 23:00:00,63.45,67.25,59.6871,1.0098594169390618,1.3484984648566478,3.0,momentum,TREND,38.064
OPUSDT,2022-11-04 06:00:00,2022-11-05 02:00:00,1.239,1.2905,0.9645,0.37867647058823406,0.590297359341693,3.5,momentum,TREND,39.1709
LTCUSDT,2022-11-04 22:00:00,2022-11-04 23:00:00,67.88,67.25,59.6871,-1.0,-0.22356685075254806,3.0,momentum,TREND,38.064
OPUSDT,2022-11-05 12:00:00,2022-11-05 21:00:00,1.3205,1.306,1.1905,-0.11153846153846111,-0.15146685669486773,3.0,momentum,TREND,32.425
ATOMUSDT,2022-11-05 16:00:00,2022-11-06 00:00:00,13.9896,15.205,13.38,1.993766404199481,2.707492339974506,3.5,zone,TREND,37.874
ATOMUSDT,2022-11-05 17:00:00,2022-11-06 01:00:00,15.685,15.165,13.38,-1.0,-1.1583807938018313,3.5,zone,TREND,37.874
ATOMUSDT,2022-11-05 21:00:00,2022-11-06 01:00:00,15.62,15.165,13.38,-1.0,-1.0135831945766,3.5,zone,TREND,37.874
APTUSDT,2022-11-07 00:00:00,2022-11-07 01:00:00,7.7,7.37,8.07,0.8918918918918918,1.2128829121109712,3.0,momentum,TREND,32.1103
APTUSDT,2022-11-08 03:00:00,2022-11-08 16:00:00,7.0765,6.385,7.2672,3.6261143156790863,9.445637168448442,5.0,zone,TREND,37.4048
APTUSDT,2022-11-08 04:00:00,2022-11-08 16:00:00,6.2,6.385,7.2672,-0.6077529566360017,-2.5270323588762937,5.0,zone,TREND,37.4048
APTUSDT,2022-11-08 05:00:00,2022-11-08 16:00:00,6.145,6.385,7.2672,-0.6677796327211994,-3.2783122493530397,5.0,zone,TREND,37.4048
AVAXUSDT,2022-11-09 13:30:00,2022-11-10 00:00:00,14.51,13.025,18.845,0.3425605536332179,0.4741602944744678,3.5,zone,TREND,35.7956
ADAUSDT,2022-11-09 15:00:00,2022-11-09 23:00:00,0.3937,0.3202,0.416,3.2959641255605407,1.0173612015231728,3.5,zone,TREND,34.5351
ADAUSDT,2022-11-09 16:00:00,2022-11-10 13:00:00,0.3532,0.3646,0.416,-1.0,-0.15779479860359366,3.5,zone,TREND,34.5351
OPUSDT,2022-11-10 06:00:00,2022-11-10 13:00:00,0.87,0.9162,0.9162,-1.0,-0.6429295984703205,3.0,zone,RANGE,21.7024
AAVEUSDT,2022-11-12 16:00:00,2022-11-12 22:00:00,65.3058,57.95,69.3,1.8416203495067889,2.5554671769448816,3.5,zone,TREND,36.9821
AAVEUSDT,2022-11-12 17:00:00,2022-11-13 00:00:00,58.55,58.8,69.3,-1.0,-0.08685211591345879,3.5,zone,TREND,36.9821
HBARUSDT,2022-11-13 15:45:00,2022-11-13 21:00:00,0.0472,0.04495,0.0487,1.5,0.031499144118704345,3.0,zone,RANGE,21.9764
OPUSDT,2022-11-13 17:00:00,2022-11-14 06:00:00,0.932,0.9015000000000001,0.9625,1.0,0.426988398053547,3.0,momentum,TREND,32.3588
OPUSDT,2022-11-13 18:00:00,2022-11-14 06:00:00,0.8945,0.9015000000000001,0.9625,-0.2916666666666713,-0.09799733725819285,3.0,momentum,TREND,32.3588
OPUSDT,2022-11-13 21:00:00,2022-11-14 06:00:00,0.8785,0.9015000000000001,0.9625,-0.5750000000000027,-0.3219912509912015,3.0,momentum,TREND,32.3588
OPUSDT,2022-11-17 14:00:00,2022-11-17 15:00:00,0.8965,0.895,0.9107,0.10563380281689766,0.021002316834013,4.0,momentum,TREND,34.9552
LTCUSDT,2022-11-17 20:30:00,2022-11-18 07:00:00,60.89,61.94,57.65,0.324074074074073,0.45378779029146193,3.5,zone,TREND,32.612
HBARUSDT,2022-11-18 01:15:00,2022-11-18 13:00:00,0.0486,0.0493,0.0493,-1.0,-0.0098018162702956,3.5,zone,TREND,33.6468
NEARUSDT,2022-11-19 01:45:00,2022-11-19 15:00:00,1.764,1.741,1.895,0.17557251908396876,0.2462368407043459,3.0,momentum,TREND,39.128
ATOMUSDT,2022-11-20 12:00:00,2022-11-20 14:00:00,9.965,9.8,10.27,0.5409836065573748,0.7593844128120885,3.0,momentum,TREND,32.4752
DOGEUSDT,2022-11-20 12:00:00,2022-11-21 06:00:00,0.0843,0.0772,0.0859,4.437499999999986,0.0996634512693687,3.0,momentum,TREND,38.8122
DOGEUSDT,2022-11-20 13:00:00,2022-11-22 13:00:00,0.0821,0.07789999999999998,0.0859,1.3548387096774304,0.05895584441286635,3.0,momentum,TREND,38.8122
DOGEUSDT,2022-11-20 17:00:00,2022-11-22 13:00:00,0.0806,0.07789999999999998,0.0859,0.7297297297297366,0.03790018569398561,3.0,momentum,TREND,38.8122
OPUSDT,2022-11-21 19:00:00,2022-11-21 20:00:00,0.848,0.8345,0.903,0.24545454545454445,0.19008078577818088,3.5,momentum,TREND,38.7218
AAVEUSDT,2022-11-22 07:00:00,2022-11-22 13:00:00,58.9,52.8499,59.7643,7.0,19.725387143112183,4.0,momentum,TREND,33.9309
ETHUSDT,2022-11-22 07:45:00,2022-11-22 12:00:00,1092.9,1094.65,1222.75,-0.013477088948787071,-0.018988628362641702,3.0,momentum,TREND,39.2761
DOTUSDT,2022-11-22 07:45:00,2022-11-22 13:00:00,5.06,5.23,5.575,-0.330097087378642,-0.46509234595410315,3.0,momentum,TREND,37.3479
