direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,exit_time,exit_price,pnl,exit_reason,mtf_tf
SHORT,10.352,,10.352,0.0,TREND,32.3136,0.1175,14.2857,36.3526,3.0,,True,,,0.041999999999999815,,,BOS,True,,,10.46,2023-05-10 03:00:00,1,momentum,12.0,BELOW,4.831224952219771,1.5459919847103267,ATOMUSDT,8,0.7659574468085113,0.11749999999999972,1.3021276595744753,0.3659574468085052,1.3021276595744753,10.395,10.199,2023-05-10 11:00:00,10.352,0.0,stop_loss,
SHORT,10.868,10.7069,10.9486,-1.0,RANGE,20.2667,0.0806,23.1383,21.0993,3.0,,False,SWEEP_HIGH,,0.20000000000000107,,,SWEEP,False,10.9486,,,2023-05-16 21:00:00,1,,,,4.831224952219771,1.5459919847103267,ATOMUSDT,3,0.18610421836228888,0.08060000000000045,0.3846153846153897,1.0794044665012315,0.3846153846153897,10.955,10.837,2023-05-17 00:00:00,10.9486,-0.3893967311489157,stop_loss,
SHORT,10.609,,10.336,1.0111111111111115,TREND,30.6432,0.0574,12.2042,37.858,3.5,BEARISH_BOS,False,,,0.21199999999999974,,,BOS,False,,,10.879,2023-05-31 04:00:00,1,zone,,BELOW,4.811755115662326,1.6359967393251906,ATOMUSDT,29,1.4185185185185174,0.2699999999999996,1.4333333333333373,0.13333333333333203,1.4333333333333373,10.645,10.222,2023-06-01 09:00:00,10.336,1.3136091465758135,stop_loss,
LONG,10.616,,10.592,-0.06486486486486266,TREND,39.8377,0.0615,40.9988,13.2404,3.5,BULLISH_BOS,False,,,0.0600000000000005,,,BOS,False,,10.246,,2023-06-02 15:00:00,1,zone,,ABOVE,4.481967823829684,1.6583280948169794,ATOMUSDT,9,0.07837837837837831,0.3699999999999992,0.12702702702702892,0.17027027027026748,0.12702702702702892,10.663,10.553,2023-06-03 00:00:00,10.592,-0.10756722777190852,stop_loss,
LONG,10.694,,10.761000000000001,1.0,TREND,37.8069,0.0433,35.1485,12.5413,5.0,BULLISH_BOS,True,,,0.014000000000001123,,,BOS,True,,10.627,,2023-06-03 23:00:00,1,zone,,ABOVE,4.87205721160252,1.948822884641008,ATOMUSDT,16,2.089552238805947,0.06700000000000017,2.1641791044776,0.6268656716418132,2.1641791044776,10.839,10.652,2023-06-04 15:00:00,10.761000000000001,0.3264278331773697,stop_loss,
SHORT,9.45,,9.45,0.0,TREND,31.9659,0.0676,18.8161,33.4038,3.5,BEARISH_BOS,False,,,0.12099999999999866,,,BOS,False,,,9.625,2023-06-08 16:00:00,1,zone,,BELOW,4.88837860326139,1.6620487251088725,ATOMUSDT,20,1.0342857142857054,0.1750000000000007,1.2514285714285631,0.4171428571428577,1.2514285714285631,9.523,9.231,2023-06-09 12:00:00,9.45,0.0,stop_loss,
LONG,9.187,,9.089,-0.38281249999999567,TREND,37.66,0.1213,30.8598,5.477,3.5,BULLISH_BOS,False,,,0.1869999999999994,,,BOS,False,,8.931,,2023-06-22 00:00:00,1,zone,,ABOVE,4.88837860326139,1.6620487251088725,ATOMUSDT,14,0.7656249999999982,0.2560000000000002,0.8671875000000043,0.8320312499999961,0.8671875000000043,9.409,8.974,2023-06-22 14:00:00,9.089,-0.4790611031196112,stop_loss,
LONG,9.363,,9.219,-1.0,TREND,32.8663,0.0773,21.2569,15.9889,5.0,BULLISH_BOS,True,,,0.0730000000000004,,,BOS,True,,9.219,,2023-06-27 07:00:00,1,zone,,ABOVE,4.864425548105409,1.9457702192421635,ATOMUSDT,8,0.16666666666667285,0.14400000000000013,0.5625000000000084,1.0694444444444429,0.5625000000000084,9.444,9.209,2023-06-27 15:00:00,9.219,-0.7004772789271795,stop_loss,
LONG,9.361,,9.252,-0.7171052631578898,TREND,39.024,0.0734,21.4981,12.5486,3.0,,True,,,0.03599999999999959,,,BOS,True,,9.209,,2023-06-27 22:00:00,1,momentum,15.0,ABOVE,4.82940168415905,1.545408538930896,ATOMUSDT,9,0.3749999999999883,0.15200000000000102,0.4539473684210434,1.493421052631571,0.4539473684210434,9.43,9.134,2023-06-28 07:00:00,9.252,-0.5264047835733364,stop_loss,
LONG,9.214,,9.214,0.0,TREND,36.7324,0.0671,23.1097,7.0288,3.5,BULLISH_BOS,False,,,0.09499999999999886,,,BOS,False,,9.126,,2023-06-29 09:00:00,1,zone,,BELOW,4.803081444980383,1.6330476912933303,ATOMUSDT,1,1.2727272727272598,0.08800000000000097,1.43181818181816,0.46590909090909,1.43181818181816,9.34,9.173,2023-06-29 10:00:00,9.214,0.0,stop_loss,
LONG,9.326,,9.126,-1.0,TREND,37.3335,0.069,34.3685,6.8323,3.5,BULLISH_BOS,False,,,0.16699999999999982,,,BOS,False,,9.126,,2023-06-29 10:00:00,1,zone,,ABOVE,4.803081444980383,1.6330476912933303,ATOMUSDT,9,0.38499999999999773,0.20000000000000107,0.5199999999999932,1.1599999999999993,0.5199999999999932,9.43,9.094,2023-06-29 19:00:00,9.126,-0.9606162889960818,stop_loss,
SHORT,9.065,,9.386,-0.8794520547945193,TREND,32.0243,0.0953,18.3658,25.0375,3.5,BEARISH_BOS,False,,,0.11800000000000033,,,BOS,False,,,9.43,2023-06-29 20:00:00,1,zone,,BELOW,4.429362231179167,1.616717214380397,ATOMUSDT,15,0.36986301369862934,0.3650000000000002,0.6027397260273938,0.8794520547945193,0.6027397260273938,9.386,8.845,2023-06-30 11:00:00,9.386,-1.4218252762085113,stop_loss,
SHORT,9.307,,9.423,-0.21090909090909069,TREND,30.606,0.0984,7.9826,50.6531,3.5,BEARISH_BOS,False,,,0.1999999999999993,,,BOS,False,,,9.857,2023-07-05 15:00:00,1,zone,,BELOW,2.895538517608828,1.5925461846848523,ATOMUSDT,14,0.04181818181818133,0.5499999999999989,0.08727272727272752,0.29999999999999905,0.08727272727272752,9.472,9.259,2023-07-06 05:00:00,9.423,-0.33588246804262306,stop_loss,
SHORT,8.992,,9.077,-0.33073929961089177,TREND,32.4789,0.0646,4.8619,42.9834,3.5,BEARISH_BOS,False,,,0.11499999999999844,,,BOS,False,,,9.249,2023-07-12 19:00:00,1,zone,,BELOW,4.667165243318022,1.5868361827281277,ATOMUSDT,14,0.12062256809338763,0.2569999999999997,0.2256809338521466,0.5914396887159511,0.2256809338521466,9.144,8.934,2023-07-13 09:00:00,9.077,-0.3967090456820276,stop_loss,
LONG,9.838,,9.687,-0.7224880382775123,TREND,35.5495,0.1051,26.8525,7.274,4.0,BULLISH_BOS,True,,,0.07200000000000095,,,BOS,True,,9.629,,2023-07-15 08:00:00,1,zone,,ABOVE,4.647329791033921,1.6730387247722116,ATOMUSDT,8,0.2966507177033554,0.20899999999999963,0.6937799043062278,0.7703349282296644,0.6937799043062278,9.983,9.677,2023-07-15 16:00:00,9.687,-0.7017467984461212,stop_loss,
SHORT,9.335,,9.328,0.07291666666668305,TREND,35.2635,0.0597,10.0478,39.7129,4.0,,True,,,0.049999999999998934,,,BOS,True,,,9.431,2023-07-22 18:00:00,1,momentum,8.0,BELOW,4.612242451111615,1.6604072824001814,ATOMUSDT,11,0.9375000000000335,0.09599999999999831,1.7708333333333823,0.4791666666666686,1.7708333333333823,9.381,9.165,2023-07-23 05:00:00,9.328,0.03228569715778799,stop_loss,
SHORT,8.916,,9.024,-0.2983425414364606,TREND,39.3479,0.0827,9.7582,52.7634,5.0,BEARISH_BOS,True,,,0.375,,,BOS,True,,,9.278,2023-07-24 09:00:00,1,zone,,BELOW,4.613856735969504,1.8455426943878015,ATOMUSDT,17,0.0,0.3620000000000001,0.09944751381215353,0.4309392265193336,0.09944751381215353,9.072,8.88,2023-07-25 02:00:00,9.024,-0.49829652748470077,stop_loss,
SHORT,8.824,,8.822,0.006825938566555156,TREND,35.1411,0.0559,8.4291,32.6948,5.0,BEARISH_BOS,True,,,0.11000000000000121,,,BOS,True,,,9.117,2023-07-31 19:00:00,1,zone,,BELOW,4.5889419095952695,1.8355767638381075,ATOMUSDT,23,0.45051194539248873,0.29300000000000104,0.849829351535835,0.2764505119453899,0.849829351535835,8.905,8.575,2023-08-01 18:00:00,8.822,0.009177883819193605,stop_loss,
SHORT,8.499,,8.448,0.31288343558282256,TREND,34.7676,0.0589,14.1818,33.0909,5.0,BEARISH_BOS,True,,,0.19200000000000017,,,BOS,True,,,8.662,2023-08-04 18:00:00,1,zone,,BELOW,4.589400803786229,1.8357603215144915,ATOMUSDT,20,0.7116564417177991,0.16300000000000026,0.8588957055214745,0.23926380368097938,0.8588957055214745,8.538,8.359,2023-08-05 14:00:00,8.448,0.2340594409930984,stop_loss,
LONG,8.666,,8.548,-1.0,TREND,37.7428,0.047,31.459,9.1185,3.5,BULLISH_BOS,False,,,0.10699999999999932,,,BOS,False,,8.548,,2023-08-09 12:00:00,1,zone,,ABOVE,4.601103775835884,1.5643752837842004,ATOMUSDT,2,0.0,0.11800000000000033,0.03389830508474193,1.0254237288135601,0.03389830508474193,8.67,8.545,2023-08-09 14:00:00,8.548,-0.5429302455486358,stop_loss,
SHORT,8.433,,8.49,-0.48305084745762905,TREND,31.2661,0.0437,9.4771,33.1699,3.5,,False,SWEEP_LOW,,0.07699999999999996,,,BOS,False,,,8.551,2023-08-10 06:00:00,1,momentum,9.0,BELOW,4.573957263558452,1.5551454696098737,ATOMUSDT,6,0.0,0.11800000000000033,0.11016949152542257,0.677966101694914,0.11016949152542257,8.513,8.42,2023-08-10 12:00:00,8.49,-0.26071556402283347,stop_loss,
SHORT,8.45,8.406,8.427999999999999,1.9999999999999192,RANGE,17.0534,0.022,33.1169,11.039,4.0,,False,SWEEP_HIGH,,0.05500000000000149,,,SWEEP,False,8.472,,,2023-08-13 20:00:00,1,,,,4.56092148535731,1.6419317347286317,ATOMUSDT,1,0.7727272727272397,0.02200000000000024,2.2272727272726796,0.36363636363640034,2.2272727272726796,8.458,8.401,2023-08-13 21:00:00,8.406,0.20068054535571575,take_profit,
SHORT,6.866,6.7873,6.9054,-1.0,RANGE,17.1148,0.0394,25.4083,25.4083,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.06199999999999939,,,SWEEP,False,6.9054,,,2023-09-04 02:00:00,1,,,,4.570955512625096,1.6455439845450346,ATOMUSDT,1,0.12690355329948794,0.039400000000000546,0.15228426395937197,1.319796954314715,0.15228426395937197,6.918,6.86,2023-09-04 03:00:00,6.9054,-0.18009564719743126,stop_loss,
LONG,6.928,,6.907,-0.08860759493670843,TREND,34.4966,0.0609,27.23,10.2113,5.0,BULLISH_BOS,True,,,0.036000000000000476,,,BOS,True,,6.691,,2023-09-07 01:00:00,1,zone,,ABOVE,4.561950730265224,1.8247802921060896,ATOMUSDT,32,0.223628691983122,0.2370000000000001,0.2869198312236307,0.5316455696202543,0.2869198312236307,6.996,6.802,2023-09-08 09:00:00,6.907,-0.09580096533556928,stop_loss,
LONG,6.651,,6.895,2.0,TREND,33.6986,0.0415,23.2358,13.7694,3.5,BULLISH_BOS,False,SWEEP_HIGH,,0.06400000000000006,,,BOS,False,,6.529,,2023-09-14 14:00:00,1,zone,,ABOVE,4.557160681998446,1.5494346318794716,ATOMUSDT,14,2.0327868852459052,0.12199999999999989,3.262295081967221,0.20491803278688106,3.262295081967221,7.049,6.626,2023-09-15 04:00:00,6.895,1.1119472064076197,stop_loss,
LONG,7.07,,7.037,-0.11262798634812404,TREND,31.8758,0.0572,41.3233,7.8652,5.0,BULLISH_BOS,True,,,0.1459999999999999,,,BOS,True,,6.777,,2023-09-16 02:00:00,1,zone,,ABOVE,4.612758042318826,1.8451032169275305,ATOMUSDT,17,0.2798634812286683,0.29300000000000015,0.290102389078498,0.12627986348122833,0.290102389078498,7.155,7.033,2023-09-16 19:00:00,7.037,-0.15222101539652294,stop_loss,
LONG,7.182,,7.067,-1.0,TREND,38.2214,0.0449,17.965,11.2878,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.07399999999999984,,,BOS,False,,7.067,,2023-09-29 07:00:00,1,zone,,ABOVE,4.605146991549001,1.74995585678862,ATOMUSDT,7,0.0,0.11500000000000021,0.026086956521732346,1.0,0.026086956521732346,7.185,7.067,2023-09-29 14:00:00,7.067,-0.529591904028136,stop_loss,
LONG,7.412,,7.485,0.5251798561151099,TREND,35.4402,0.0518,35.5862,2.069,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.09299999999999997,,,BOS,False,,7.273,,2023-10-01 18:00:00,1,zone,,ABOVE,4.578667396347593,1.7398936106120855,ATOMUSDT,11,1.482014388489209,0.13900000000000023,1.856115107913666,0.11510791366906466,1.856115107913666,7.67,7.396,2023-10-02 05:00:00,7.485,0.3342427199333761,stop_loss,
LONG,2.161,,2.161,0.0,TREND,32.7538,0.0224,25.717,17.9414,5.0,BULLISH_BOS,True,,,0.02069999999999972,,,BOS,True,,2.1091,,2023-10-22 06:00:00,1,zone,,ABOVE,4.595379532344262,1.8381518129377048,TONUSDT,6,0.315992292870906,0.051899999999999835,1.023121387283243,0.8786127167630059,1.023121387283243,2.2141,2.1154,2023-10-22 12:00:00,2.161,0.0,stop_loss,
SHORT,2.0841,,2.0721,0.3269754768392358,TREND,31.3309,0.0161,14.9578,33.2446,4.0,BEARISH_BOS,True,,,0.025700000000000056,,,BOS,True,,,2.1208,2023-10-27 11:00:00,1,zone,,BELOW,4.595379532344262,1.6543366316439345,TONUSDT,18,1.283378746593997,0.03670000000000018,1.7820163487738307,0.4059945504087271,1.7820163487738307,2.099,2.0187,2023-10-28 05:00:00,2.0721,0.0551445543881312,stop_loss,
SHORT,563.5,,555.3,0.9111111111111162,TREND,33.6379,4.0321,7.9717,29.8494,5.0,BEARISH_BOS,True,,,5.149999999999977,,,BOS,True,,,572.5,2024-08-26 06:45:00,1,zone,,BELOW,0.2043616337806075,1.8392547040254676,BNBUSDT,22,1.7277777777777727,9.0,1.9499999999999948,0.3555555555555606,1.9499999999999948,566.7,545.95,2024-08-27 04:00:00,555.3,1.675765397000991,stop_loss,15m
SHORT,505.15,,516.1,-1.0,TREND,39.5794,5.0571,8.7571,33.9689,3.5,BEARISH_BOS,False,,,3.849999999999966,,,BOS,False,,,516.1,2024-09-02 06:30:00,1,zone,,BELOW,0.14537484111147558,1.5918545101706643,BNBUSDT,3,0.20547945205479368,10.950000000000045,0.35159817351597716,1.0182648401826422,0.35159817351597716,516.3,501.3,2024-09-02 09:00:00,516.1,-1.5918545101706643,stop_loss,15m
LONG,522.1,,540.3,1.304659498207876,TREND,37.6312,4.9607,29.4456,15.6947,5.0,BULLISH_BOS,True,,,6.850000000000023,,,BOS,True,,508.15,,2024-09-11 16:30:00,1,zone,,ABOVE,0.13196651768903714,1.840932921762074,BNBUSDT,23,1.634408602150529,13.950000000000045,1.9068100358422893,0.0,1.9068100358422893,548.7,522.1,2024-09-12 15:00:00,540.3,2.4017906219404668,stop_loss,15m
LONG,552.5,560.5358,548.4821,-1.0,RANGE,16.1772,4.0179,18.6667,25.6,4.0,BEARISH_BOS,False,SWEEP_LOW,,9.200000000000045,,,SWEEP,False,548.8821,,,2024-09-15 23:30:00,1,,,,0.42312448313317214,1.7000718607807952,BNBUSDT,2,0.0,4.017900000000054,0.5973269618457266,1.8417581323576688,0.5973269618457266,554.9,545.1,2024-09-16 01:00:00,548.4821,-1.7000718607807952,stop_loss,15m
LONG,550.55,,560.3999999999999,1.0,TREND,34.21,5.1214,23.6402,16.7364,5.0,BULLISH_BOS,True,,,5.350000000000023,,,BOS,True,,540.7,,2024-09-18 22:30:00,1,zone,,ABOVE,0.1883215529934299,1.8549672969852673,BNBUSDT,26,1.9796954314720996,9.849999999999909,2.14720812182744,0.0,2.14720812182744,571.7,550.55,2024-09-20 00:00:00,560.3999999999999,1.8549672969852673,stop_loss,15m
LONG,575.6,,583.05,0.7487437185929545,TREND,39.1174,3.2429,38.6564,10.022,4.0,BULLISH_BOS,True,,,6.0,,,BOS,True,,565.65,,2024-09-21 06:15:00,1,zone,,ABOVE,0.1711417063952229,1.7028599786324756,BNBUSDT,20,1.2914572864321572,9.950000000000045,1.4623115577889334,0.0,1.4623115577889334,590.15,575.6,2024-09-22 02:00:00,583.05,1.2750057126443988,stop_loss,15m
LONG,600.5,,591.8,-1.0,TREND,39.4022,4.0036,42.7297,7.5825,3.5,BULLISH_BOS,False,,,10.75,,,BOS,False,,591.8,,2024-09-26 15:30:00,1,zone,,ABOVE,0.18734847627599693,1.6299317436011818,BNBUSDT,5,0.6149425287356316,8.700000000000045,0.9770114942528685,1.212643678160908,0.9770114942528685,609.0,589.95,2024-09-26 20:00:00,591.8,-1.6299317436011818,stop_loss,15m
LONG,598.25,,606.15,0.9518072289156652,TREND,30.3185,5.4714,30.0261,19.7781,3.5,BULLISH_BOS,False,,,5.25,,,BOS,False,,589.95,,2024-09-27 02:15:00,1,zone,,ABOVE,0.19303890409156269,1.6022229039599616,BNBUSDT,17,1.5843373493975963,8.299999999999955,1.9939759036144633,0.0,1.9939759036144633,614.8,598.25,2024-09-27 19:00:00,606.15,1.5250073423233408,stop_loss,15m
LONG,573.55,,571.05,-0.2392344497607671,TREND,33.6773,3.375,31.8519,4.6561,5.0,BULLISH_BOS,True,,,8.5,,,BOS,True,,563.1,,2024-10-07 00:30:00,1,zone,,ABOVE,0.18329839896194416,1.915468269152304,BNBUSDT,9,0.2966507177033534,10.449999999999932,0.3732057416268054,0.3301435406698521,0.3732057416268054,577.45,570.1,2024-10-07 09:00:00,571.05,-0.4582459974048604,stop_loss,15m
LONG,568.5,578.6428,563.4286,-1.0,RANGE,14.5574,5.0714,17.6056,26.0563,4.0,,False,SWEEP_LOW,,6.7000000000000455,,,SWEEP,False,564.4286,,,2024-10-08 00:30:00,1,,,,0.3383036270623048,1.7156730142837862,BNBUSDT,5,0.3154947351816087,5.07140000000004,0.5028197341956727,1.2324013093031414,0.5028197341956727,571.05,562.25,2024-10-08 05:00:00,563.4286,-1.7156730142837862,stop_loss,15m
LONG,580.0,,587.0,0.6603773584905647,TREND,37.5982,3.7393,30.9456,18.1471,3.5,BULLISH_BOS,False,,,10.949999999999932,,,BOS,False,,569.4,,2024-10-14 03:30:00,1,zone,,ABOVE,0.15011239675290075,1.5911914055807515,BNBUSDT,24,1.0896226415094272,10.600000000000023,1.1603773584905592,0.533018867924525,1.1603773584905592,592.3,574.35,2024-10-15 03:00:00,587.0,1.0507867772703052,stop_loss,15m
SHORT,590.95,,599.6,-1.0,TREND,37.2123,3.2464,7.3707,36.1936,5.0,BEARISH_BOS,True,,,7.0,,,BOS,True,,,599.6,2024-10-22 08:30:00,1,zone,,BELOW,0.21884458086288347,1.893005624463937,BNBUSDT,4,0.13294797687862359,8.649999999999977,0.49710982658960456,1.0231213872832292,0.49710982658960456,599.8,586.65,2024-10-22 12:00:00,599.6,-1.893005624463937,stop_loss,15m
LONG,596.8,,604.0,0.8470588235294171,TREND,34.2223,3.2571,29.8246,12.8289,5.0,BULLISH_BOS,True,,,2.699999999999932,,,BOS,True,,588.3,,2024-10-28 20:15:00,1,zone,,ABOVE,0.21825241317348923,1.8551455119746585,BNBUSDT,23,1.6117647058823583,8.5,1.8529411764705883,0.0,1.8529411764705883,612.55,596.8,2024-10-29 19:00:00,604.0,1.5714173748491325,stop_loss,15m
SHORT,589.85,,580.3,0.8967136150234825,TREND,36.8739,3.0357,5.8824,32.1176,3.5,BEARISH_BOS,False,,,3.3500000000000227,,,BOS,False,,,600.5,2024-10-31 06:15:00,1,zone,,BELOW,0.15057162258693882,1.603587780550895,BNBUSDT,30,1.582159624413151,10.649999999999977,1.887323943661978,0.0,1.887323943661978,589.85,569.75,2024-11-01 12:00:00,580.3,1.437958995705276,stop_loss,15m
SHORT,572.8,,576.45,-0.2943548387096826,TREND,30.0357,4.6571,19.3252,33.0521,4.5,BEARISH_BOS,False,SWEEP_LOW,,14.950000000000045,,,BOS,False,,,585.2,2024-11-01 15:30:00,1,zone,,BELOW,0.14673922479164886,1.8195663874164592,BNBUSDT,17,0.161290322580644,12.400000000000091,0.43951612903224935,0.34677419354839006,0.43951612903224935,577.1,567.35,2024-11-02 08:00:00,576.45,-0.5355981704895317,stop_loss,15m
LONG,629.65,,631.75,0.1390728476821205,TREND,39.6789,5.5321,25.4358,13.428,3.5,,False,SWEEP_HIGH,,9.549999999999955,,,BOS,False,,614.55,,2024-11-10 04:30:00,1,momentum,25.0,ABOVE,0.10721376917745432,1.6189279145795625,BNBUSDT,15,0.8344370860927155,15.100000000000023,1.0165562913907285,0.46026490066224646,1.0165562913907285,645.0,622.7,2024-11-10 19:00:00,631.75,0.2251489152726565,stop_loss,15m
LONG,654.4,,643.55,-0.8369136783320379,TREND,37.4925,12.9643,22.562,11.7906,3.5,BULLISH_BOS,False,,,7.900000000000091,,,BOS,False,,643.55,,2024-11-12 08:30:00,1,zone,,ABOVE,0.12517108105637792,1.6227554461391978,BNBUSDT,1,0.0,12.96429999999998,0.32782333022222615,1.3845714770562205,0.32782333022222615,658.65,636.45,2024-11-12 09:00:00,643.55,-1.3581062294617032,stop_loss,15m
LONG,620.65,639.0214,611.4643,-1.0,RANGE,22.1513,9.1857,8.126,35.2644,3.0,,False,SWEEP_LOW,,15.950000000000045,,,SWEEP,False,613.4643,,,2024-11-14 23:30:00,1,,,,0.1639036266973383,1.50556954375374,BNBUSDT,5,0.391913517750419,9.185699999999997,0.8872486582405238,1.4587892049598812,0.8872486582405238,628.8,607.25,2024-11-15 04:00:00,611.4643,-1.50556954375374,stop_loss,15m
SHORT,613.4,,613.4,0.0,TREND,33.1239,4.3393,13.1687,32.0988,3.5,BEARISH_BOS,False,,,10.75,,,BOS,False,,,619.6,2024-11-19 20:30:00,1,zone,,BELOW,0.25388273516040705,1.5740729579945352,BNBUSDT,3,0.3870967741935419,6.2000000000000455,1.2741935483870837,0.59677419354839,1.2741935483870837,617.1,605.5,2024-11-19 23:00:00,613.4,0.0,stop_loss,15m
LONG,649.15,,646.15,-0.14319809069212458,TREND,34.4817,8.2679,28.3801,10.2808,5.0,BULLISH_BOS,True,,,8.299999999999955,,,BOS,True,,628.2,,2024-12-03 00:15:00,1,zone,,ABOVE,0.08839382046859696,1.8518505388171003,BNBUSDT,12,0.3508353221957063,20.949999999999932,0.6062052505966629,0.2338902147971357,0.6062052505966629,661.85,644.25,2024-12-03 12:00:00,646.15,-0.2651814614057909,stop_loss,15m
